gid	Domain	Real-domain	full-name	Organism-prefix	org-nicknames	gene-pattern	alt-gene-pattern	gene-prefix	Provisional	Circular	Complete	Host	Systematic-name	Lifestyle	Phylogeny	Taxonomy-ID	Contigs	Number-of-contigs	Total-length	GC%	Seed?
52979.1	Virus	Bacteriophage	Lactococcus phage phig1e	phig1e	(phig1e)	phig1ep[0-9]+	-	phig1e-	-	T	@	Lactococcus plantarum	vB_LPl_S_phig1e	Temperate	-	-	NC_004305	1	42259	43.06	4080522573
444474.2	Virus	Bacteriophage	Lactococcus phage phismq86	phismq86	(phismq86)	-	-	-	-	T	@	Lactococcus  	vB_L_S_phismq86	-	-	-	DQ394810	1	33641	35.97	-
382685.2	Virus	Bacteriophage	Lactococcus phage Q54	Lac-Q54	(Lac-Q54)	Q54_gp[0-9]+	-	-	-	T	@	Lactococcus  	vB_L_S_Q54	-	-	-	NC_008364	1	26537	37.1	-
43685.1	Virus	Bacteriophage	Lactococcus phage r1t	r1t	(r1t)	r1tp[0-9]+	-	r1t-	-	T	@	Lactococcus lactis	vB_LLa_S_r1t	Temperate	-	-	NC_004302	1	33350	35.46	1897827125
31532.1	Virus	Bacteriophage	Lactococcus phage sk1	sk1	(sk1)	sk1p[0-9]+	-	sk1-	-	T	@	Lactococcus lactis	vB_LLa_S_sk1	Lytic	-	-	NC_001835	1	28451	34.51	591364555
287412.2	Virus	Bacteriophage	Lactococcus phage SL4	SL4	(SL4)	-	-	-	-	T	@	Lactococcus  	vB_L_S_SL4	-	-	-	FJ848881	1	28144	34.97	-
35345.1	Virus	Bacteriophage	Lactococcus phage TP901-1	TP901-1	(TP901-1)	TP901-1p[0-9]+	-	TP901-1-	-	T	@	Lactococcus lactis	vB_LLa_S_TP901-1	Temperate	-	-	NC_002747	1	37667	35.38	3483962605
35241.1	Virus	Bacteriophage	Lactococcus phage Tuc2009	Tuc2009	(Tuc2009)	Tuc2009_[0-9]+	-	Tuc2009-	-	T	@	Lactococcus lactis	vB_LLa_S_Tuc2009	Temperate	-	-	NC_002703	1	38347	36.22	3483589179
114416.1	Virus	Bacteriophage	Lactococcus phage ul36	ul36	(ul36)	ul36_[0-9]+	-	ul36-	-	T	@	Lactococcus lactis	vB_LLa_S_ul36	Lytic	-	-	NC_004066	1	36798	35.84	1921316289
374525.2	Virus	Bacteriophage	Lactococcus phage ul36-k1	ul36-k1	(ul36-k1)	-	-	-	-	T	@	Lactococcus  	vB_L_S_ul36.k1	-	-	-	DQ394806	1	37131	35.71	-
374526.2	Virus	Bacteriophage	Lactococcus phage ul36-k1t1	ul36-k1t1	(ul36-k1t1)	-	-	-	-	T	@	Lactococcus  	vB_L_S_ul36.k1t1	-	-	-	DQ394807	1	35594	35.73	-
374527.2	Virus	Bacteriophage	Lactococcus phage ul36-t1	ul36-t1	(ul36-t1)	-	-	-	-	T	@	Lactococcus  	vB_L_S_ul36.t1	-	-	-	DQ394808	1	35992	35.99	-
374529.2	Virus	Bacteriophage	Lactococcus phage ul36-t1k1	ul36-t1k1	(ul36-t1k1)	-	-	-	-	T	@	Lactococcus  	vB_L_S_ul36.t1k1	-	-	-	DQ394809	1	34897	35.83	-
28359.1	Virus	Bacteriophage	Leuconostoc phage L5	Leu-L5	(Leu-L5)	LoL5p[0-9]+	-	-	-	T	@	Leuconostoc 	-	-	-	-	-	-	-	-	-
330399.2	Virus	Bacteriophage	Listeria phage A006	A006	(A006 LiPA006)	LiPA006_gp[0-9]+	-	-	-	T	@	Listeria  	vB_L_S_A006	-	-	-	NC_009815	1	38124	35.5	-
40521.1	Virus	Bacteriophage	Listeria phage A118	A118	(A118)	A118p[0-9]+	-	A118-	-	T	@	Listeria monocytogenes	vB_LMo_S_A118	Temperate	-	-	NC_003216	1	40834	36.11	3212126472
40522.2	Virus	Bacteriophage	Listeria phage A500	A500	(A500 LiPA500)	LiPA500_gp[0-9]+	-	-	-	T	@	Listeria  	vB_L_S_A500	-	-	-	NC_009810	1	38867	36.68	-
40523.2	Virus	Bacteriophage	Listeria phage A511	A511	(A511 LiPA511)	LiPA511_gp[0-9]+	-	-	-	T	@	Listeria  	vB_L_M_A511	Lytic	-	-	NC_009811	1	137619	35.93	-
330396.2	Virus	Bacteriophage	Listeria phage B025	B025	(B025 LiPB025)	LiPB025_gp[0-9]+	-	-	-	T	@	Listeria  	vB_L_S_B025	-	-	-	NC_009812	1	42653	35.1	-
330397.2	Virus	Bacteriophage	Listeria phage B054	B054	(B054 LiPB054)	LiPB054_gp[0-9]+	-	-	-	T	@	Listeria  	vB_L_S_B054	-	-	-	NC_009813	1	48172	36.21	-
330395.2	Virus	Bacteriophage	Listeria phage P100	P100	(P100 LiPP100)	-	-	-	-	T	@	Listeria  	vB_L_M_P100	Lytic	-	-	DQ004855	1	131384	36.04	-
330398.2	Virus	Bacteriophage	Listeria phage P35	Lis-P35	(Lis-P35 LiPP035)	LiPP035_gp[0-9]+	-	-	-	T	@	Listeria  	vB_L_S_P35	-	-	-	NC_009814	1	35822	40.82	-
560178.2	Virus	Bacteriophage	Listeria phage P40	Lis-P40	(Lis-P40 LiPP40)	P40_gp[0-9]+	-	-	-	T	@	Listeria  	vB_L_S_P40	-	-	-	NC_011308	1	35638	39.26	-
310539.3	Virus	Bacteriophage	Listonella phage phiHSIC	phiHSIC	(phiHSIC)	-	ORF([0-9]+)	phiHSIC-	-	T	@	Listonella pelagia	vB_LPe__phiHSIC	Pseudotemperate	-	-	NC_006953	1	37966	43.96	3790972259
390978.2	Virus	Bacteriophage	Mannheimia phage phiMHaA1	phiMHaA1	(phiMHaA1 MHaA1)	MHaA1p[0-9]+	-	-	-	T	@	Mannheimia  	vB_M_M_phiMHaA1	-	-	-	NC_008201	1	34525	41.57	-
376821.2	Virus	Bacteriophage	Mannheimia phage phiMhaA1-BAA410	phiMHaA1-BAA410	(phiMHaA1-BAA410)	-	-	-	-	T	@	Mannheimia  	vB_M_M_phiMHaA1-BAA410	-	-	-	DQ426905	1	34600	41.58	-
77048.1	Virus	Archaeal virus	Methanobacterium phage psiM2	psiM2	(psiM2)	psiM2p[0-9]+	-	psiM2-	-	T	@		vA_M_S_psiM2	Lytic	-	-	NC_001902	1	26111	46.31	2859549790
446529.2	Virus	Bacteriophage	Microbacterium phage Min1	Min1	(Min1 MPMin1)	MPMin1_gp[0-9]+	-	-	-	T	@	Microbacterium 	vB_M_S_Min1	-	-	-	NC_009603	1	46365	68.31	-
340435.2	Virus	Bacteriophage	Microcystis phage Ma-LMM01	Ma-LMM01	(Ma-LMM01 MaLMM01)	MaLMM01_gp[0-9]+	-	-	-	T	@	Microcystis 	vB_M_M_Ma-LMM01	-	-	-	NC_008562	1	162109	45.95	213618247
526118.2	Virus	Bacteriophage	Morganella phage MmP1	MmP1	(MmP1)	MmP1_gp[0-9]+	-	-	-	T	@	Morganella 	vB_M_P_MmP1	-	-	-	NC_011085	1	38233	46.54	-
373403.2	Virus	Bacteriophage	Mycobacterium phage 244	Myc-244	(Myc-244)	244p[0-9]+	-	Myc-244-	-	T	T	Mycobacterium  	vB_M_S_244	-	-	-	NC_008194	1	74483	62.94	-
6666666.3723	Virus	Bacteriophage	Mycobacterium phage 3OhThreeD2	3OhThreeD2	(3OhThreeD2)	-	-	3OhThreeD2-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3724	Virus	Bacteriophage	Mycobacterium phage ABU	ABU	(ABU)	-	-	ABU-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3725	Virus	Bacteriophage	Mycobacterium phage Acadian	Acadian	(Acadian)	-	-	Acadian-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3726	Virus	Bacteriophage	Mycobacterium phage Adephagia	Adephagia	(Adephagia)	-	-	Adephagia-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
528321.2	Virus	Bacteriophage	Mycobacterium phage Adjutor	Adjutor	(Adjutor)	Adjutor_[0-9]+	-	Adjutor-	-	T	T	Mycobacterium  	vB_M_S_Adjutor	-	-	-	NC_010763	1	64511	59.73	-
6666666.3728	Virus	Bacteriophage	Mycobacterium phage Airmid	Airmid	(Airmid)	-	-	Airmid-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3729	Virus	Bacteriophage	Mycobacterium phage Akoma	Akoma	(Akoma)	-	-	Akoma-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3730	Virus	Bacteriophage	Mycobacterium phage Alice	Alice	(Alice)	-	-	Alice-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3731	Virus	Bacteriophage	Mycobacterium phage Anaya	Anaya	(Anaya)	-	-	Anaya-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
649688.2	Virus	Bacteriophage	Mycobacterium phage Angel	Angel	(Angel)	ANGEL_[0-9]+	-	Angel-	-	T	T	Mycobacterium  	vB_M_S_Angel	-	-	-	NC_012788	1	41441	66.69	-
861044.5	Virus	Bacteriophage	Mycobacterium phage Angelica	Angelica	(Angelica)	ANGELICA_[0-9]+	-	-	-	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3734	Virus	Bacteriophage	Mycobacterium phage Arbiter	Arbiter	(Arbiter)	-	-	Arbiter-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
685506.5	Virus	Bacteriophage	Mycobacterium phage Ardmore	Ardmore	(Ardmore)	Ardmore_[0-9]+	-	-	-	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3736	Virus	Bacteriophage	Mycobacterium phage Ares	Ares	(Ares)	-	-	Ares-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3737	Virus	Bacteriophage	Mycobacterium phage Athena	Athena	(Athena)	-	-	Athena-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3738	Virus	Bacteriophage	Mycobacterium phage Avrn	Avrn	(Avrn)	-	-	Avrn-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3739	Virus	Bacteriophage	Mycobacterium phage Babsiella	Babsiella	(Babsiella)	-	-	Babsiella-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3740	Virus	Bacteriophage	Mycobacterium phage Backyardigan	Backyardigan	(Backyardigan)	-	-	Backyardigan-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3741	Virus	Bacteriophage	Mycobacterium phage BAKA	BAKA	(BAKA)	-	-	BAKA-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
205880.1	Virus	Bacteriophage	Mycobacterium phage Barnyard	Barnyard	(Barnyard)	Barnyardp[0-9]+	-	Barnyard-	-	T	T	Mycobacterium  	vB_M_S_Barnyard	-	-	-	NC_004689	1	70797	57.31	236129355
6666666.3708	Virus	Bacteriophage	Mycobacterium phage BarrelRoll	BarrelRoll	(BarrelRoll)	-	-	BarrelRoll-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3709	Virus	Bacteriophage	Mycobacterium phage Bask21	Bask21	(Bask21)	-	-	Bask21-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.4038	Virus	Bacteriophage	Mycobacterium phage Batiatus	Batiatus	(Batiatus)	-	-	Batiatus-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3710	Virus	Bacteriophage	Mycobacterium phage Benedict	Benedict	(Benedict)	-	-	Benedict-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
260121.2	Virus	Bacteriophage	Mycobacterium phage Bethlehem	Bethlehem	(Bethlehem)	Bethlehem_gp[0-9]+	-	Bethlehem-	-	T	T	Mycobacterium  	vB_M_S_Bethlehem	-	-	-	NC_009878	1	52250	63.25	-
6666666.3712	Virus	Bacteriophage	Mycobacterium phage BillKnuckles	BillKnuckles	(BillKnuckles)	-	-	BillKnuckles-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3713	Virus	Bacteriophage	Mycobacterium phage Blue7	Blue7	(Blue7)	-	-	Blue7-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
546182.2	Virus	Bacteriophage	Mycobacterium phage Boomer	Boomer	(Boomer)	BOOMER_[0-9]+	-	Boomer-	-	T	T	Mycobacterium  	vB_M_S_Boomer	-	-	-	NC_011054	1	58037	61.13	-
6666666.3715	Virus	Bacteriophage	Mycobacterium phage BPBiebs31	BPBiebs31	(BPBiebs31)	-	-	BPBiebs31-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
515982.2	Virus	Bacteriophage	Mycobacterium phage BPs	BPs	(BPs)	BPs1_[0-9]+	-	BPs-	-	T	T	Mycobacterium  	vB_M_S_BPs	-	-	-	NC_010762	1	41901	66.56	-
561996.2	Virus	Bacteriophage	Mycobacterium phage Brujita	Brujita	(Brujita)	BRUJITA_[0-9]+	-	Brujita-	-	T	T	Mycobacterium  	vB_M_S_Brujita	-	-	-	NC_011291	1	47057	66.77	-
561997.2	Virus	Bacteriophage	Mycobacterium phage Butterscotch	Butterscotch	(Butterscotch)	BUTTERSCOTCH_[0-9]+	-	Butterscotch-	-	T	T	Mycobacterium  	vB_M_S_Butterscotch	-	-	-	NC_011286	1	64562	59.67	-
6666666.3719	Virus	Bacteriophage	Mycobacterium phage Bxb1	Bxb1	(Bxb1)	Bxb1p[0-9]+	-	Bxb1-	-	T	T	Mycobacterium  	vB_M_S_Bxb1	Temperate	-	148603	NC_002656	1	50550	63.65	461724661
6666666.3720	Virus	Bacteriophage	Mycobacterium phage Bxz1	Bxz1	(Bxz1)	Bxz1p[0-9]+	-	Bxz1-	-	T	T	Mycobacterium  	vB_M_M_Bxz1	-	-	205877	NC_004687	1	156102	64.77	246907706
6666666.3721	Virus	Bacteriophage	Mycobacterium phage Bxz2	Bxz2	(Bxz2)	Bxz2p[0-9]+	-	Bxz2-	-	T	T	Mycobacterium  	vB_M_S_Bxz2	-	-	205870	NC_004682	1	50913	64.18	75116394
546803.2	Virus	Bacteriophage	Mycobacterium phage Cali	Cali	(Cali)	Cali_[0-9]+	-	Cali-	-	T	T	Mycobacterium  	vB_M_M_Cali	-	-	-	NC_011271	1	155372	64.72	-
373404.2	Virus	Bacteriophage	Mycobacterium phage Catera	Catera	(Catera)	Caterap[0-9]+	-	Catera-	-	T	T	Mycobacterium  	vB_M_M_Catera	-	-	-	NC_008207	1	153766	64.74	-
563124.2	Virus	Bacteriophage	Mycobacterium phage Chah	Chah	(Chah)	CHAH_[0-9]+	-	Chah-	-	T	T	Mycobacterium  	vB_M_S_Chah	-	-	-	NC_011284	1	68450	66.5	-
373405.2	Virus	Bacteriophage	Mycobacterium phage Che12	Che12	(Che12)	Che12p[0-9]+	-	Che12-	-	T	T	Mycobacterium  	vB_M_S_Che12	-	-	-	NC_008203	1	52047	62.88	-
205868.1	Virus	Bacteriophage	Mycobacterium phage Che8	Che8	(Che8)	Che8p[0-9]+	-	Che8-	-	T	T	Mycobacterium  	vB_M_S_Che8	Temperate	-	-	NC_004680	1	59471	61.3	3649676100
205872.1	Virus	Bacteriophage	Mycobacterium phage Che9c	Che9c	(Che9c)	Che9cp[0-9]+	-	Che9c-	-	T	T	Mycobacterium  	vB_M_S_Che9c	Temperate	-	-	NC_004683	1	57050	65.38	3090214556
205876.1	Virus	Bacteriophage	Mycobacterium phage Che9d	Che9d	(Che9d)	Che9dp[0-9]+	-	Che9d-	-	T	T	Mycobacterium  	vB_M_S_Che9d	Temperate	-	-	NC_004686	1	56276	60.9	4102411724
6666666.3747	Virus	Bacteriophage	Mycobacterium phage ChrisnMich	ChrisnMich	(ChrisnMich)	-	-	ChrisnMich-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
205869.1	Virus	Bacteriophage	Mycobacterium phage CJW1	CJW1	(CJW1)	CJW1p[0-9]+	-	CJW1-	-	T	T	Mycobacterium  	vB_M_S_CJW1	Temperate	-	-	NC_004681	1	75931	63.12	3019908538
6666666.3749	Virus	Bacteriophage	Mycobacterium phage Colbert	Colbert	(Colbert)	-	-	Colbert-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
373406.2	Virus	Bacteriophage	Mycobacterium phage Cooper	Cooper	(Cooper)	Cooperp[0-9]+	-	Cooper-	-	T	T	Mycobacterium  	vB_M_S_Cooper	-	-	-	NC_008195	1	70654	69.11	-
205875.1	Virus	Bacteriophage	Mycobacterium phage Corndog	Corndog	(Corndog)	Corndogp[0-9]+	-	Corndog-	-	T	T	Mycobacterium  	vB_M_S_Corndog	Lytic	-	-	NC_004685	1	69777	65.38	961972645
861045.5	Virus	Bacteriophage	Mycobacterium phage CrimD	CrimD	(CrimD)	CRIMD_[0-9]+	-	-	-	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
28369.1	Virus	Bacteriophage	Mycobacterium phage D29	D29	(D29)	D29p[0-9]+	-	D29-	-	T	T	Mycobacterium  	vB_M_S_D29	Lytic	-	-	NC_001900	1	49136	63.53	1092523720
6666666.3754	Virus	Bacteriophage	Mycobacterium phage Daisy	Daisy	(Daisy)	-	-	Daisy-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3755	Virus	Bacteriophage	Mycobacterium phage DaVinci	DaVinci	(DaVinci)	-	-	DaVinci-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
540064.2	Virus	Bacteriophage	Mycobacterium phage DD5	DD5	(DD5)	DD5_[0-9]+	-	DD5-	-	T	T	Mycobacterium  	vB_M_S_DD5	-	-	-	NC_011022	1	51621	63.39	-
6666666.3893	Virus	Bacteriophage	Mycobacterium phage DLane	DLane	(DLane)	-	-	DLane-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3757	Virus	Bacteriophage	Mycobacterium phage Doom	Doom	(Doom)	-	-	Doom-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3758	Virus	Bacteriophage	Mycobacterium phage Dori	Dori	(Dori)	-	-	Dori-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3759	Virus	Bacteriophage	Mycobacterium phage DotProduct	DotProduct	(DotProduct)	-	-	DotProduct-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3760	Virus	Bacteriophage	Mycobacterium phage Drago	Drago	(Drago)	-	-	Drago-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3761	Virus	Bacteriophage	Mycobacterium phage Drazdys	Drazdys	(Drazdys)	-	-	Drazdys-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3762	Virus	Bacteriophage	Mycobacterium phage DS6A	DS6A	(DS6A)	-	-	DS6A-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3892	Virus	Bacteriophage	Mycobacterium phage Eagle	Eagle	(Eagle)	-	-	Eagle-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3763	Virus	Bacteriophage	Mycobacterium phage Elph10	Elph10	(Elph10)	-	-	Elph10-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3764	Virus	Bacteriophage	Mycobacterium phage EricB	EricB	(EricB)	-	-	EricB-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
663554.2	Virus	Bacteriophage	Mycobacterium phage ET08	ET08	(ET08)	ET08_[0-9]+	-	-	-	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3765	Virus	Bacteriophage	Mycobacterium phage Faith1	Faith1	(Faith1)	-	-	Faith1-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3766	Virus	Bacteriophage	Mycobacterium phage Fang	Fang	(Fang)	-	-	Fang-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.13471	Virus	Bacteriophage	Mycobacterium phage Frederick	Frederick	(Frederick)	-	-	Fred-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
563119.2	Virus	Bacteriophage	Mycobacterium phage Fruitloop	Fruitloop	(Fruitloop)	FRUITLOOP_[0-9]+	-	Fruitloop-	-	T	T	Mycobacterium  	vB_M_S_Fruitloop	-	-	-	NC_011288	1	58471	61.77	-
6666666.3768	Virus	Bacteriophage	Mycobacterium phage Gadjet	Gadjet	(Gadjet)	-	-	Gadjet-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3769	Virus	Bacteriophage	Mycobacterium phage George	George	(George)	-	-	George-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3770	Virus	Bacteriophage	Mycobacterium phage Ghost	Ghost	(Ghost)	-	-	Ghost-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
480808.2	Virus	Bacteriophage	Mycobacterium phage Giles	Giles	(Giles)	Giles_gp[0-9]+	-	Giles-	-	T	T	Mycobacterium  	vB_M_S_Giles	-	-	-	NC_009993	1	54512	67.27	-
6666666.3772	Virus	Bacteriophage	Mycobacterium phage Gladiator	Gladiator	(Gladiator)	-	-	Gladiator-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
561998.2	Virus	Bacteriophage	Mycobacterium phage Gumball	Gumball	(Gumball)	GUMBALL_[0-9]+	-	Gumball-	-	T	T	Mycobacterium  	vB_M_S_Gumball	-	-	-	NC_011290	1	64807	59.55	-
6666666.3774	Virus	Bacteriophage	Mycobacterium phage Gumbie	Gumbie	(Gumbie)	-	-	Gumbie-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
373407.2	Virus	Bacteriophage	Mycobacterium phage Halo	Halo	(Halo)	Halop[0-9]+	-	Halo-	-	T	T	Mycobacterium  	vB_M_S_Halo	-	-	-	NC_008202	1	42289	66.72	-
6666666.3890	Virus	Bacteriophage	Mycobacterium phage Hammer	Hammer	(Hammer)	-	-	Hammer-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3776	Virus	Bacteriophage	Mycobacterium phage Hamulus	Hamulus	(Hamulus)	-	-	Hamulus-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3777	Virus	Bacteriophage	Mycobacterium phage Harvey	Harvey	(Harvey)	-	-	Harvey-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3778	Virus	Bacteriophage	Mycobacterium phage Hedgerow	Hedgerow	(Hedgerow)	-	-	Hedgerow-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3779	Virus	Bacteriophage	Mycobacterium phage Henry	Henry	(Henry)	-	-	Henry-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3780	Virus	Bacteriophage	Mycobacterium phage Hertubise	Hertubise	(Hertubise)	-	-	Hertubise-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3781	Virus	Bacteriophage	Mycobacterium phage Hope	Hope	(Hope)	-	-	Hope-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3782	Virus	Bacteriophage	Mycobacterium phage Ibhubesi	Ibhubesi	(Ibhubesi)	-	-	Ibhubesi-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3783	Virus	Bacteriophage	Mycobacterium phage IsaacEli	IsaacEli	(IsaacEli)	-	-	IsaacEli-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3784	Virus	Bacteriophage	Mycobacterium phage Island3	Island3	(Island3)	-	-	Island3-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3785	Virus	Bacteriophage	Mycobacterium phage JacAttac	JacAttac	(JacAttac)	-	-	JacAttac-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
540065.2	Virus	Bacteriophage	Mycobacterium phage Jasper	Jasper	(Jasper)	Jasper_[0-9]+	-	Jasper-	-	T	T	Mycobacterium  	vB_M_S_Jasper	-	-	-	NC_011020	1	50968	63.71	-
6666666.3787	Virus	Bacteriophage	Mycobacterium phage JC27	JC27	(JC27)	-	-	JC27-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3788	Virus	Bacteriophage	Mycobacterium phage Jebunny	Jebunny	(Jebunny)	-	-	Jebunny-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3789	Virus	Bacteriophage	Mycobacterium phage JHC117	JHC117	(JHC117)	-	-	JHC117-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3790	Virus	Bacteriophage	Mycobacterium phage JoeDirt	JoeDirt	(JoeDirt)	-	-	JoeDirt-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3791	Virus	Bacteriophage	Mycobacterium phage Kamiyu	Kamiyu	(Kamiyu)	-	-	Kamiyu-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
540066.2	Virus	Bacteriophage	Mycobacterium phage KBG	KBG	(KBG)	KBG_[0-9]+	-	KBG-	-	T	T	Mycobacterium  	vB_M_S_KBG	-	-	-	NC_011019	1	53572	63.57	-
6666666.3793	Virus	Bacteriophage	Mycobacterium phage Kikipoo	Kikipoo	(Kikipoo)	-	-	Kikipoo-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3794	Virus	Bacteriophage	Mycobacterium phage KLucky39	KLucky39	(KLucky39)	-	-	KLucky39-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
563121.2	Virus	Bacteriophage	Mycobacterium phage Konstantine	Konstantine	(Konstantine)	KONSTANTINE_[0-9]+	-	Konstantine-	-	T	T	Mycobacterium  	vB_M_S_Konstantine	-	-	-	NC_011292	1	68952	57.34	-
546183.2	Virus	Bacteriophage	Mycobacterium phage Kostya	Kostya	(Kostya)	Kostya_[0-9]+	-	Kostya-	-	T	T	Mycobacterium  	vB_M_S_Kostya	-	-	-	NC_011056	1	75811	62.92	-
6666666.3797	Virus	Bacteriophage	Mycobacterium phage KSSJEB	KSSJEB	(KSSJEB)	-	-	KSSJEB-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3798	Virus	Bacteriophage	Mycobacterium phage Kugel	Kugel	(Kugel)	-	-	Kugel-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
31757.1	Virus	Bacteriophage	Mycobacterium phage L5	Myc-L5	(Myc-L5)	L5p[0-9]+	-	Myc-L5-	-	T	T	Mycobacterium  	vB_M_S_L5	Temperate	-	-	NC_001335	1	52297	62.26	3737097888
6666666.3800	Virus	Bacteriophage	Mycobacterium phage Larva	Larva	(Larva)	-	-	Larva-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
861047.5	Virus	Bacteriophage	Mycobacterium phage LeBron	LeBron	(LeBron)	LEBRON_[0-9]+	-	-	-	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3802	Virus	Bacteriophage	Mycobacterium phage Lesedi	Lesedi	(Lesedi)	-	-	Lesedi-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3803	Virus	Bacteriophage	Mycobacterium phage LHTSCC	LHTSCC	(LHTSCC)	-	-	LHTSCC-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3804	Virus	Bacteriophage	Mycobacterium phage Lilac	Lilac	(Lilac)	-	-	Lilac-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
6666666.3805	Virus	Bacteriophage	Mycobacterium phage LinStu	LinStu	(LinStu)	-	-	LinStu-	T	T	T	Mycobacterium 	-	-	-	-	-	-	-	-	-
